Country/Territories,Currency,Currency Code,Currency units per £1,Start Date,End Date
Canada,Dollar,CAD,1.659,01/04/2022,30/04/2022
Cape Verde Islands,Escudo,CVE,132.9453,01/04/2022,30/04/2022
Cayman Islands,Dollar,KYD,1.0834,01/04/2022,30/04/2022
Central African Republic,CFA Franc,XAF,787.7542,01/04/2022,30/04/2022
Chad,CFA Franc,XAF,787.7542,01/04/2022,30/04/2022
Chile,Peso,CLP,1050.483,01/04/2022,30/04/2022
China,Yuan,CNY,8.4217,01/04/2022,30/04/2022
Colombia,Peso,COP,4967.705,01/04/2022,30/04/2022
Comoros,Franc,KMF,590.8157,01/04/2022,30/04/2022
Congo (Brazaville),CFA Franc,XAF,787.7542,01/04/2022,30/04/2022
Congo (DemRep),Congo Fr,CDF,2658.2468,01/04/2022,30/04/2022
Costa Rica,Colon,CRC,862.556,01/04/2022,30/04/2022
Cote d'Ivoire,CFA Franc,XOF,787.7542,01/04/2022,30/04/2022
Croatia,Kuna,HRK,9.0922,01/04/2022,30/04/2022
Cuba,Peso,CUP,1.3212,01/04/2022,30/04/2022
Czech Republic,Koruna,CZK,29.5787,01/04/2022,30/04/2022
Denmark,Krone,DKK,8.9337,01/04/2022,30/04/2022
Djibouti,Franc,DJF,234.8029,01/04/2022,30/04/2022
Dominica,E Caribbean Dollar,XCD,3.5672,01/04/2022,30/04/2022
Dominican Republic,Peso,DOP,72.4808,01/04/2022,30/04/2022
Dubai,Dirham,AED,4.8528,01/04/2022,30/04/2022
Ecuador,Dollar,ECS,1.3212,01/04/2022,30/04/2022
Egypt,Pound,EGP,24.2721,01/04/2022,30/04/2022
El Salvador,Colon,SVC,11.5561,01/04/2022,30/04/2022
Equatorial Guinea,CFA Franc,XAF,787.7542,01/04/2022,30/04/2022
Eritrea,Nakfa,ERN,19.8179,01/04/2022,30/04/2022
Ethiopia,Birr,ETB,67.6279,01/04/2022,30/04/2022
Eurozone,Euro,EUR,1.2009,01/04/2022,30/04/2022
Fiji Islands,Dollar,FJD,2.7556,01/04/2022,30/04/2022
Fr. Polynesia,CFP Franc,XPF,143.3083,01/04/2022,30/04/2022
Gabon,CFA Franc,XAF,787.7542,01/04/2022,30/04/2022
Gambia,Dalasi,GMD,70.4858,01/04/2022,30/04/2022
Georgia,Lari,GEL,4.2741,01/04/2022,30/04/2022
Ghana,Cedi,GHS,10.0081,01/04/2022,30/04/2022
Grenada,E Caribbean Dollar,XCD,3.5672,01/04/2022,30/04/2022
Guatemala,Quetzal,GTQ,10.1667,01/04/2022,30/04/2022
Guinea Bissau,CFA Franc,XOF,787.7542,01/04/2022,30/04/2022
Guinea Republic,Franc,GNF,11814.8006,01/04/2022,30/04/2022
Guyana,Dollar,GYD,276.34,01/04/2022,30/04/2022
Haiti,Gourde,HTG,137.8825,01/04/2022,30/04/2022
Honduras,Lempira,HNL,32.4318,01/04/2022,30/04/2022
Hong Kong,Dollar,HKD,10.3382,01/04/2022,30/04/2022
Hungary,Forint,HUF,447.6143,01/04/2022,30/04/2022
Iceland,Krona,ISK,169.8133,01/04/2022,30/04/2022
India,Rupee,INR,100.8106,01/04/2022,30/04/2022
Indonesia,Rupiah,IDR,18955.2259,01/04/2022,30/04/2022
Iraq,Dinar,IQD,1928.9461,01/04/2022,30/04/2022
Israel,Shekel,ILS,4.2554,01/04/2022,30/04/2022
Jamaica,Dollar,JMD,201.5759,01/04/2022,30/04/2022
Japan,Yen,JPY,159.9176,01/04/2022,30/04/2022
Jordan,Dinar,JOD,0.9367,01/04/2022,30/04/2022
Kazakhstan,Tenge,KZT,672.1849,01/04/2022,30/04/2022
Kenya,Schilling,KES,151.343,01/04/2022,30/04/2022
Kuwait,Dinar,KWD,0.4019,01/04/2022,30/04/2022
Kyrgyz Republic,Som,KGS,131.3846,01/04/2022,30/04/2022
Lao People's Dem Rep,Kip,LAK,15345.6909,01/04/2022,30/04/2022
Lebanon,Pound,LBP,1997.9126,01/04/2022,30/04/2022
Lesotho,Loti,LSL,19.5009,01/04/2022,30/04/2022
Liberia,Dollar (US),LRD,1.3212,01/04/2022,30/04/2022
Libya,Dinar,LYD,6.1436,01/04/2022,30/04/2022
Macao,Pataca,MOP,10.6484,01/04/2022,30/04/2022
Macedonia,Denar,MKD,73.9473,01/04/2022,30/04/2022
Madagascar,Malagasy Ariary,MGA,5342.257,01/04/2022,30/04/2022
Malawi,Kwacha,MWK,1079.3577,01/04/2022,30/04/2022
Malaysia,Ringgit,MYR,5.5807,01/04/2022,30/04/2022
Maldive Islands,Rufiyaa,MVR,20.4125,01/04/2022,30/04/2022
Mali Republic,CFA Franc,XOF,787.7542,01/04/2022,30/04/2022
Mauritania,Ouguiya,MRU,47.2063,01/04/2022,30/04/2022
Mauritius,Rupee,MUR,58.7272,01/04/2022,30/04/2022
Mexico,Mexican Peso,MXN,26.6498,01/04/2022,30/04/2022
Moldova,Leu,MDL,24.4091,01/04/2022,30/04/2022
Mongolia,Tugrik,MNT,3871.1046,01/04/2022,30/04/2022
Montserrat,E Caribbean Dollar,XCD,3.5672,01/04/2022,30/04/2022
Morocco,Dirham,MAD,12.7873,01/04/2022,30/04/2022
Mozambique,Metical,MZN,81.3319,01/04/2022,30/04/2022
Myanmar,Kyat,MMK,2348.6441,01/04/2022,30/04/2022
Nepal,Rupee,NPR,161.2969,01/04/2022,30/04/2022
New Caledonia,CFP Franc,XPF,143.3083,01/04/2022,30/04/2022
New Zealand,Dollar,NZD,1.8953,01/04/2022,30/04/2022
Nicaragua,Gold Cordoba,NIO,47.2526,01/04/2022,30/04/2022
Niger Republic,CFA Franc,XOF,787.7542,01/04/2022,30/04/2022
Nigeria,Naira,NGN,550.2781,01/04/2022,30/04/2022
Norway,Norwegian Krone,NOK,11.5061,01/04/2022,30/04/2022
Oman,Rial,OMR,0.5088,01/04/2022,30/04/2022
Pakistan,Rupee,PKR,239.7971,01/04/2022,30/04/2022
Panama,Balboa,PAB,1.3212,01/04/2022,30/04/2022
Papua New Guinea,Kina,PGK,4.6553,01/04/2022,30/04/2022
Paraguay,Guarani,PYG,9197.1529,01/04/2022,30/04/2022
Peru,New Sol,PEN,4.9842,01/04/2022,30/04/2022
Philippines,Peso,PHP,69.2307,01/04/2022,30/04/2022
Poland,Zloty,PLN,5.6531,01/04/2022,30/04/2022
Qatar,Riyal,QAR,4.8115,01/04/2022,30/04/2022
Romania,New Leu,RON,5.9394,01/04/2022,30/04/2022
Russia,Rouble,RUB,128.4863,01/04/2022,30/04/2022
Rwanda,Franc,RWF,1355.5471,01/04/2022,30/04/2022
Saotome & Principe,Dobra,STD,29660.8,01/04/2022,30/04/2022
Saudi Arabia,Riyal,SAR,4.9559,01/04/2022,30/04/2022
Senegal,CFA Franc,XOF,787.7542,01/04/2022,30/04/2022
Serbia,Dinar,RSD,141.4076,01/04/2022,30/04/2022
Seychelles,Rupee,SCR,19.1048,01/04/2022,30/04/2022
Sierra Leone,Leone,SLL,15404.5702,01/04/2022,30/04/2022
Singapore,Dollar,SGD,1.7935,01/04/2022,30/04/2022
Soloman Islands,Dollar,SBD,10.6936,01/04/2022,30/04/2022
Somali Republic,Schilling,SOS,772.8996,01/04/2022,30/04/2022
South Africa,Rand,ZAR,19.5009,01/04/2022,30/04/2022
South Korea,Won,KRW,1603.6018,01/04/2022,30/04/2022
Sri Lanka,Rupee,LKR,373.2379,01/04/2022,30/04/2022
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.5672,01/04/2022,30/04/2022
St Lucia,E Caribbean Dollar,XCD,3.5672,01/04/2022,30/04/2022
St Vincent,E Caribbean Dollar,XCD,3.5672,01/04/2022,30/04/2022
Sudan Republic,Pound,SDG,591.2352,01/04/2022,30/04/2022
Surinam,Dollar,SRD,27.4723,01/04/2022,30/04/2022
Swaziland,Lilangeni,SZL,19.5009,01/04/2022,30/04/2022
Sweden,Krona,SEK,12.493,01/04/2022,30/04/2022
Switzerland,Franc,CHF,1.2316,01/04/2022,30/04/2022
Taiwan,Dollar,TWD,37.7168,01/04/2022,30/04/2022
Tanzania,Schilling,TZS,3065.1754,01/04/2022,30/04/2022
Thailand,Baht,THB,44.3757,01/04/2022,30/04/2022
Togo Republic,CFA Franc,XOF,787.7542,01/04/2022,30/04/2022
Tonga Islands,Pa'anga (AUS),TOP,1.7619,01/04/2022,30/04/2022
Trinidad/Tobago,Dollar,TTD,8.9386,01/04/2022,30/04/2022
Tunisia,Dinar,TND,3.9059,01/04/2022,30/04/2022
Turkey,Turkish  Lira,TRY,19.6181,01/04/2022,30/04/2022
Turkmenistan,New Manat,TMT,4.6374,01/04/2022,30/04/2022
UAE,Dirham,AED,4.8528,01/04/2022,30/04/2022
Uganda,Schilling,UGX,4776.124,01/04/2022,30/04/2022
Ukraine,Hryvnia,UAH,38.8432,01/04/2022,30/04/2022
Uruguay,Peso,UYU,55.88,01/04/2022,30/04/2022
USA,Dollar,USD,1.3212,01/04/2022,30/04/2022
Uzbekistan,Sum,UZS,15206.4427,01/04/2022,30/04/2022
Vanuatu,Vatu,VUV,147.6767,01/04/2022,30/04/2022
Venezuela,Bolivar Fuerte,VEF,327577.67,01/04/2022,30/04/2022
Vietnam,Dong,VND,30221.7064,01/04/2022,30/04/2022
Wallis & Futuna Islands,CFP Franc,XPF,143.3083,01/04/2022,30/04/2022
Western Samoa,Tala,WST,3.4008,01/04/2022,30/04/2022
Yemen (Rep of),Rial,YER,330.6293,01/04/2022,30/04/2022
Zambia,Kwacha,ZMW,23.4843,01/04/2022,30/04/2022
Zimbabwe,Dollar,ZWL,478.1408,01/04/2022,30/04/2022
