Country/Territories,Currency,Currency Code,Currency units per £1,Start Date,End Date
Cape Verde Islands,Escudo,CVE,121.73,01/09/2020,30/09/2020
Cayman Islands,Dollar,KYD,1.0811,01/09/2020,30/09/2020
Central African Republic,CFA Franc,XAF,726.69,01/09/2020,30/09/2020
Chad,CFA Franc,XAF,726.69,01/09/2020,30/09/2020
Chile,Peso,CLP,1033.28,01/09/2020,30/09/2020
China,Yuan,CNY,9.1088,01/09/2020,30/09/2020
Colombia,Peso,COP,4964.29,01/09/2020,30/09/2020
Comoros,Franc,KMF,545.02,01/09/2020,30/09/2020
Congo (Brazaville),CFA Franc,XAF,726.69,01/09/2020,30/09/2020
Congo (DemRep),Congo Fr,CDF,2576.86,01/09/2020,30/09/2020
Costa Rica,Colon,CRC,784.01,01/09/2020,30/09/2020
Cote d'Ivoire,CFA Franc,XOF,726.69,01/09/2020,30/09/2020
Croatia,Kuna,HRK,8.3123,01/09/2020,30/09/2020
Cuba,Peso,CUP,1.3184,01/09/2020,30/09/2020
Czech Republic,Koruna,CZK,28.9,01/09/2020,30/09/2020
Denmark,Krone,DKK,8.2483,01/09/2020,30/09/2020
Djibouti,Franc,DJF,234.3,01/09/2020,30/09/2020
Dominica,E Caribbean Dollar,XCD,3.5597,01/09/2020,30/09/2020
Dominican Republic,Peso,DOP,77,01/09/2020,30/09/2020
Dubai,Dirham,AED,4.8426,01/09/2020,30/09/2020
Ecuador,Dollar,ECS,1.3184,01/09/2020,30/09/2020
Egypt,Pound,EGP,21,01/09/2020,30/09/2020
El Salvador,Colon,SVC,11.53,01/09/2020,30/09/2020
Equatorial Guinea,CFA Franc,XAF,726.69,01/09/2020,30/09/2020
Eritrea,Nakfa,ERN,19.77,01/09/2020,30/09/2020
Ethiopia,Birr,ETB,47.38,01/09/2020,30/09/2020
Eurozone,Euro,EUR,1.1078,01/09/2020,30/09/2020
Fiji Islands,Dollar,FJD,2.8072,01/09/2020,30/09/2020
Fr. Polynesia,CFP Franc,XPF,132.2,01/09/2020,30/09/2020
Gabon,CFA Franc,XAF,726.69,01/09/2020,30/09/2020
Gambia,Dalasi,GMD,68.5564,01/09/2020,30/09/2020
Georgia,Lari,GEL,4.0448,01/09/2020,30/09/2020
Ghana,Cedi,GHS,7.5873,01/09/2020,30/09/2020
Grenada,E Caribbean Dollar,XCD,3.5597,01/09/2020,30/09/2020
Guatemala,Quetzal,GTQ,10.1502,01/09/2020,30/09/2020
Guinea Bissau,CFA Franc,XOF,726.69,01/09/2020,30/09/2020
Guinea Republic,Franc,GNF,12715.04,01/09/2020,30/09/2020
Guyana,Dollar,GYD,275.51,01/09/2020,30/09/2020
Haiti,Gourde,HTG,158.14,01/09/2020,30/09/2020
Honduras,Lempira,HNL,32.3,01/09/2020,30/09/2020
Hong Kong,Dollar,HKD,10.2177,01/09/2020,30/09/2020
Hungary,Forint,HUF,386.69,01/09/2020,30/09/2020
Iceland,Krona,ISK,179.69,01/09/2020,30/09/2020
India,Rupee,INR,98.65,01/09/2020,30/09/2020
Indonesia,Rupiah,IDR,19473.96,01/09/2020,30/09/2020
Iraq,Dinar,IQD,1573.42,01/09/2020,30/09/2020
Israel,Shekel,ILS,4.483,01/09/2020,30/09/2020
Jamaica,Dollar,JMD,197.67,01/09/2020,30/09/2020
Japan,Yen,JPY,139.28,01/09/2020,30/09/2020
Jordan,Dinar,JOD,0.9347,01/09/2020,30/09/2020
Kazakhstan,Tenge,KZT,552.05,01/09/2020,30/09/2020
Kenya,Schilling,KES,143.04,01/09/2020,30/09/2020
Kuwait,Dinar,KWD,0.4026,01/09/2020,30/09/2020
Kyrgyz Republic,Som,KGS,102.65,01/09/2020,30/09/2020
Lao People's Dem Rep,Kip,LAK,11971.25,01/09/2020,30/09/2020
Lebanon,Pound,LBP,1993.67,01/09/2020,30/09/2020
Lesotho,Loti,LSL,22.61,01/09/2020,30/09/2020
Liberia,Dollar (US),LRD,1.3184,01/09/2020,30/09/2020
Libya,Dinar,LYD,1.8032,01/09/2020,30/09/2020
Macao,Pataca,MOP,10.5242,01/09/2020,30/09/2020
Macedonia,Denar,MKD,68.21,01/09/2020,30/09/2020
Madagascar,Malagasy Ariary,MGA,5059.32,01/09/2020,30/09/2020
Malawi,Kwacha,MWK,987.17,01/09/2020,30/09/2020
Malaysia,Ringgit,MYR,5.501,01/09/2020,30/09/2020
Maldive Islands,Rufiyaa,MVR,20.31,01/09/2020,30/09/2020
Mali Republic,CFA Franc,XOF,726.69,01/09/2020,30/09/2020
Mauritania,Ouguiya,MRU,50.19,01/09/2020,30/09/2020
Mauritius,Rupee,MUR,52.5,01/09/2020,30/09/2020
Mexico,Mexican Peso,MXN,29.05,01/09/2020,30/09/2020
Moldova,Leu,MDL,21.87,01/09/2020,30/09/2020
Mongolia,Tugrik,MNT,3754.77,01/09/2020,30/09/2020
Montserrat,E Caribbean Dollar,XCD,3.5597,01/09/2020,30/09/2020
Morocco,Dirham,MAD,12.11,01/09/2020,30/09/2020
Mozambique,Metical,MZN,93.6,01/09/2020,30/09/2020
Myanmar,Kyat,MMK,1794.78,01/09/2020,30/09/2020
Nepal,Rupee,NPR,157.84,01/09/2020,30/09/2020
New Caledonia,CFP Franc,XPF,132.2,01/09/2020,30/09/2020
New Zealand,Dollar,NZD,1.9947,01/09/2020,30/09/2020
Nicaragua,Gold Cordoba,NIO,45.45,01/09/2020,30/09/2020
Niger Republic,CFA Franc,XOF,726.69,01/09/2020,30/09/2020
Nigeria,Naira,NGN,508.24,01/09/2020,30/09/2020
Norway,Norwegian Krone,NOK,11.66,01/09/2020,30/09/2020
Oman,Rial,OMR,0.5076,01/09/2020,30/09/2020
Pakistan,Rupee,PKR,221.68,01/09/2020,30/09/2020
Panama,Balboa,PAB,1.3184,01/09/2020,30/09/2020
Papua New Guinea,Kina,PGK,4.5809,01/09/2020,30/09/2020
Paraguay,Guarani,PYG,9181.82,01/09/2020,30/09/2020
Peru,New Sol,PEN,4.6929,01/09/2020,30/09/2020
Philippines,Peso,PHP,64.03,01/09/2020,30/09/2020
Poland,Zloty,PLN,4.8847,01/09/2020,30/09/2020
Qatar,Riyal,QAR,4.8003,01/09/2020,30/09/2020
Romania,New Leu,RON,5.3629,01/09/2020,30/09/2020
Russia,Rouble,RUB,96.33,01/09/2020,30/09/2020
Rwanda,Franc,RWF,1259.06,01/09/2020,30/09/2020
Saotome & Principe,Dobra,STD,27050,01/09/2020,30/09/2020
Saudi Arabia,Riyal,SAR,4.9446,01/09/2020,30/09/2020
Senegal,CFA Franc,XOF,726.69,01/09/2020,30/09/2020
Serbia,Dinar,RSD,130.28,01/09/2020,30/09/2020
Seychelles,Rupee,SCR,24,01/09/2020,30/09/2020
Sierra Leone,Leone,SLL,13183.91,01/09/2020,30/09/2020
Singapore,Dollar,SGD,1.8006,01/09/2020,30/09/2020
Soloman Islands,Dollar,SBD,10.84,01/09/2020,30/09/2020
Somali Republic,Schilling,SOS,767.96,01/09/2020,30/09/2020
South Africa,Rand,ZAR,22.61,01/09/2020,30/09/2020
South Korea,Won,KRW,1557.28,01/09/2020,30/09/2020
Sri Lanka,Rupee,LKR,245.41,01/09/2020,30/09/2020
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.5597,01/09/2020,30/09/2020
St Lucia,E Caribbean Dollar,XCD,3.5597,01/09/2020,30/09/2020
St Vincent,E Caribbean Dollar,XCD,3.5597,01/09/2020,30/09/2020
Sudan Republic,Pound,SDG,72.9,01/09/2020,30/09/2020
Surinam,Dollar,SRD,9.8326,01/09/2020,30/09/2020
Swaziland,Lilangeni,SZL,22.61,01/09/2020,30/09/2020
Sweden,Krona,SEK,11.42,01/09/2020,30/09/2020
Switzerland,Franc,CHF,1.1998,01/09/2020,30/09/2020
Taiwan,Dollar,TWD,38.73,01/09/2020,30/09/2020
Tanzania,Schilling,TZS,3058.66,01/09/2020,30/09/2020
Thailand,Baht,THB,41.16,01/09/2020,30/09/2020
Togo Republic,CFA Franc,XOF,726.69,01/09/2020,30/09/2020
Tonga Islands,Pa'anga (AUS),TOP,1.8216,01/09/2020,30/09/2020
Trinidad/Tobago,Dollar,TTD,8.873,01/09/2020,30/09/2020
Tunisia,Dinar,TND,3.5988,01/09/2020,30/09/2020
Turkey,Turkish  Lira,TRY,9.55,01/09/2020,30/09/2020
Turkmenistan,New Manat,TMT,4.6276,01/09/2020,30/09/2020
UAE,Dirham,AED,4.8426,01/09/2020,30/09/2020
Uganda,Schilling,UGX,4845.09,01/09/2020,30/09/2020
Ukraine,Hryvnia,UAH,36.22,01/09/2020,30/09/2020
Uruguay,Peso,UYU,56.26,01/09/2020,30/09/2020
USA,Dollar,USD,1.3184,01/09/2020,30/09/2020
Uzbekistan,Sum,UZS,13509.18,01/09/2020,30/09/2020
Vanuatu,Vatu,VUV,149.71,01/09/2020,30/09/2020
Venezuela,Bolivar Fuerte,VEF,295856,01/09/2020,30/09/2020
Vietnam,Dong,VND,30553.75,01/09/2020,30/09/2020
Wallis & Futuna Islands,CFP Franc,XPF,132.2,01/09/2020,30/09/2020
Western Samoa,Tala,WST,3.4423,01/09/2020,30/09/2020
Yemen (Rep of),Rial,YER,329.99,01/09/2020,30/09/2020
Zambia,Kwacha,ZMW,24.83,01/09/2020,30/09/2020
Zimbabwe,Dollar,ZWL,477.12,01/09/2020,30/09/2020
