Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
Bangladesh,Taka,BDT,115.52,01/02/2021,28/02/2021
Barbados,Dollar,BBD,2.7263,01/02/2021,28/02/2021
Belarus,Rouble,BYN,3.4572,01/02/2021,28/02/2021
Belize,Dollar,BZD,2.7263,01/02/2021,28/02/2021
Benin,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Bermuda,Dollar (US),BMD,1.3632,01/02/2021,28/02/2021
Bhutan,Ngultrum,BTN,99.55,01/02/2021,28/02/2021
Bolivia,Boliviano,BOB,9.4194,01/02/2021,28/02/2021
Bosnia- Herzegovinia,Marka,BAM,2.2025,01/02/2021,28/02/2021
Botswana,Pula,BWP,14.88,01/02/2021,28/02/2021
Brunei,Dollar,BND,1.8068,01/02/2021,28/02/2021
Bulgaria,Lev,BGN,2.2026,01/02/2021,28/02/2021
Burkina Faso,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Burundi,Franc,BIF,2659.52,01/02/2021,28/02/2021
Cambodia,Riel,KHR,5528.97,01/02/2021,28/02/2021
Cameroon Republic,CFA Franc,XAF,738.68,01/02/2021,28/02/2021
Cape Verde Islands,Escudo,CVE,124.59,01/02/2021,28/02/2021
Cayman Islands,Dollar,KYD,1.1178,01/02/2021,28/02/2021
Central African Republic,CFA Franc,XAF,738.68,01/02/2021,28/02/2021
Chad,CFA Franc,XAF,738.68,01/02/2021,28/02/2021
Chile,Peso,CLP,988.42,01/02/2021,28/02/2021
China,Yuan,CNY,8.8099,01/02/2021,28/02/2021
Colombia,Peso,COP,4730.06,01/02/2021,28/02/2021
Comoros,Franc,KMF,554.01,01/02/2021,28/02/2021
Congo (Brazaville),CFA Franc,XAF,738.68,01/02/2021,28/02/2021
Congo (DemRep),Congo Fr,CDF,2686.78,01/02/2021,28/02/2021
Costa Rica,Colon,CRC,830.85,01/02/2021,28/02/2021
Cote d'Ivoire,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Croatia,Kuna,HRK,8.5173,01/02/2021,28/02/2021
Cuba,Peso,CUP,1.3632,01/02/2021,28/02/2021
Czech Republic,Koruna,CZK,29.37,01/02/2021,28/02/2021
Djibouti,Franc,DJF,242.26,01/02/2021,28/02/2021
Dominica,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Dominican Republic,Peso,DOP,79.4,01/02/2021,28/02/2021
Dubai,Dirham,AED,5.0071,01/02/2021,28/02/2021
Ecuador,Dollar,ECS,1.3632,01/02/2021,28/02/2021
Egypt,Pound,EGP,21.46,01/02/2021,28/02/2021
El Salvador,Colon,SVC,11.92,01/02/2021,28/02/2021
Equatorial Guinea,CFA Franc,XAF,738.68,01/02/2021,28/02/2021
Eritrea,Nakfa,ERN,20.44,01/02/2021,28/02/2021
Ethiopia,Birr,ETB,53.87,01/02/2021,28/02/2021
Fiji Islands,Dollar,FJD,2.7764,01/02/2021,28/02/2021
Fr. Polynesia,CFP Franc,XPF,134.38,01/02/2021,28/02/2021
Gabon,CFA Franc,XAF,738.68,01/02/2021,28/02/2021
Gambia,Dalasi,GMD,70.55,01/02/2021,28/02/2021
Georgia,Lari,GEL,4.4916,01/02/2021,28/02/2021
Ghana,Cedi,GHS,7.9677,01/02/2021,28/02/2021
Grenada,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Guatemala,Quetzal,GTQ,10.61,01/02/2021,28/02/2021
Guinea Bissau,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Guinea Republic,Franc,GNF,13917.86,01/02/2021,28/02/2021
Guyana,Dollar,GYD,285.18,01/02/2021,28/02/2021
Haiti,Gourde,HTG,98.21,01/02/2021,28/02/2021
Honduras,Lempira,HNL,32.83,01/02/2021,28/02/2021
Hungary,Forint,HUF,402.33,01/02/2021,28/02/2021
Iceland,Krona,ISK,176.58,01/02/2021,28/02/2021
Indonesia,Rupiah,IDR,19125.13,01/02/2021,28/02/2021
Iraq,Dinar,IQD,1991.57,01/02/2021,28/02/2021
Jamaica,Dollar,JMD,196.59,01/02/2021,28/02/2021
Jordan,Dinar,JOD,0.9665,01/02/2021,28/02/2021
Kazakhstan,Tenge,KZT,571.21,01/02/2021,28/02/2021
Kenya,Schilling,KES,150.22,01/02/2021,28/02/2021
Kuwait,Dinar,KWD,0.4139,01/02/2021,28/02/2021
Kyrgyz Republic,Som,KGS,115.59,01/02/2021,28/02/2021
Lao People's Dem Rep,Kip,LAK,12714.86,01/02/2021,28/02/2021
Lebanon,Pound,LBP,2072,01/02/2021,28/02/2021
Lesotho,Loti,LSL,20.29,01/02/2021,28/02/2021
Liberia,Dollar (US),LRD,1.3632,01/02/2021,28/02/2021
Libya,Dinar,LYD,6.0865,01/02/2021,28/02/2021
Macao,Pataca,MOP,10.88,01/02/2021,28/02/2021
Macedonia,Denar,MKD,69.34,01/02/2021,28/02/2021
Madagascar,Malagasy Ariary,MGA,5193.63,01/02/2021,28/02/2021
Malawi,Kwacha,MWK,1051.27,01/02/2021,28/02/2021
Maldive Islands,Rufiyaa,MVR,20.99,01/02/2021,28/02/2021
Mali Republic,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Mauritania,Ouguiya,MRU,48.7,01/02/2021,28/02/2021
Mauritius,Rupee,MUR,53.84,01/02/2021,28/02/2021
Mexico,Mexican Peso,MXN,26.7,01/02/2021,28/02/2021
Moldova,Leu,MDL,23.67,01/02/2021,28/02/2021
Mongolia,Tugrik,MNT,3891.81,01/02/2021,28/02/2021
Montserrat,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Morocco,Dirham,MAD,12.23,01/02/2021,28/02/2021
Mozambique,Metical,MZN,101.72,01/02/2021,28/02/2021
Myanmar,Kyat,MMK,1817.06,01/02/2021,28/02/2021
Nepal,Rupee,NPR,159.29,01/02/2021,28/02/2021
New Caledonia,CFP Franc,XPF,134.38,01/02/2021,28/02/2021
Nicaragua,Gold Cordoba,NIO,47.52,01/02/2021,28/02/2021
Niger Republic,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Nigeria,Naira,NGN,538.1,01/02/2021,28/02/2021
Oman,Rial,OMR,0.5248,01/02/2021,28/02/2021
Pakistan,Rupee,PKR,218.1,01/02/2021,28/02/2021
Panama,Balboa,PAB,1.3632,01/02/2021,28/02/2021
Papua New Guinea,Kina,PGK,4.7873,01/02/2021,28/02/2021
Paraguay,Guarani,PYG,9380.19,01/02/2021,28/02/2021
Peru,New Sol,PEN,4.9271,01/02/2021,28/02/2021
Philippines,Peso,PHP,65.5,01/02/2021,28/02/2021
Poland,Zloty,PLN,5.1054,01/02/2021,28/02/2021
Qatar,Riyal,QAR,4.9633,01/02/2021,28/02/2021
Romania,New Leu,RON,5.489,01/02/2021,28/02/2021
Russia,Rouble,RUB,110.07,01/02/2021,28/02/2021
Rwanda,Franc,RWF,1347.48,01/02/2021,28/02/2021
Saotome & Principe,Dobra,STD,27931.1,01/02/2021,28/02/2021
Senegal,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Serbia,Dinar,RSD,132.4,01/02/2021,28/02/2021
Seychelles,Rupee,SCR,28.97,01/02/2021,28/02/2021
Sierra Leone,Leone,SLL,13945.13,01/02/2021,28/02/2021
Soloman Islands,Dollar,SBD,10.9,01/02/2021,28/02/2021
Somali Republic,Schilling,SOS,793.35,01/02/2021,28/02/2021
Sri Lanka,Rupee,LKR,266.49,01/02/2021,28/02/2021
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
St Lucia,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
St Vincent,E Caribbean Dollar,XCD,3.6805,01/02/2021,28/02/2021
Sudan Republic,Pound,SDG,75.31,01/02/2021,28/02/2021
Surinam,Dollar,SRD,19.29,01/02/2021,28/02/2021
Swaziland,Lilangeni,SZL,20.29,01/02/2021,28/02/2021
Tanzania,Schilling,TZS,3161.16,01/02/2021,28/02/2021
Togo Republic,CFA Franc,XOF,738.68,01/02/2021,28/02/2021
Tonga Islands,Pa'anga (AUS),TOP,1.7604,01/02/2021,28/02/2021
Trinidad/Tobago,Dollar,TTD,9.2142,01/02/2021,28/02/2021
Tunisia,Dinar,TND,3.6811,01/02/2021,28/02/2021
Turkey,Turkish  Lira,TRY,10.09,01/02/2021,28/02/2021
Turkmenistan,New Manat,TMT,4.7847,01/02/2021,28/02/2021
UAE,Dirham,AED,5.0071,01/02/2021,28/02/2021
Uganda,Schilling,UGX,5027.33,01/02/2021,28/02/2021
Ukraine,Hryvnia,UAH,38.49,01/02/2021,28/02/2021
Uruguay,Peso,UYU,57.5,01/02/2021,28/02/2021
Uzbekistan,Sum,UZS,14314.28,01/02/2021,28/02/2021
Vanuatu,Vatu,VUV,148.6,01/02/2021,28/02/2021
Venezuela,Bolivar Fuerte,VEF,275889,01/02/2021,28/02/2021
Vietnam,Dong,VND,31452.17,01/02/2021,28/02/2021
Wallis & Futuna Islands,CFP Franc,XPF,134.38,01/02/2021,28/02/2021
Western Samoa,Tala,WST,3.4358,01/02/2021,28/02/2021
Yemen (Rep of),Rial,YER,342.61,01/02/2021,28/02/2021
Zambia,Kwacha,ZMW,29.06,01/02/2021,28/02/2021
Zimbabwe,Dollar,ZWL,493.32,01/02/2021,28/02/2021
