Country/Territories,Currency,Currency Code,Currency units per £1,Start Date,End Date
Congo (DemRep),Congo Fr,CDF,2519.301,01/02/2023,28/02/2023
Costa Rica,Colon,CRC,706.4947,01/02/2023,28/02/2023
Cote d'Ivoire,CFA Franc,XOF,750.4632,01/02/2023,28/02/2023
Croatia,Kuna,HRK,1.1441,01/02/2023,28/02/2023
Cuba,Peso,CUP,29.5922,01/02/2023,28/02/2023
Czech Republic,Koruna,CZK,27.4011,01/02/2023,28/02/2023
Denmark,Krone,DKK,8.5112,01/02/2023,28/02/2023
Djibouti,Franc,DJF,220.47,01/02/2023,28/02/2023
Dominica,E Caribbean Dollar,XCD,3.3458,01/02/2023,28/02/2023
Dominican Republic,Peso,DOP,70.3248,01/02/2023,28/02/2023
Dubai,Dirham,AED,4.5516,01/02/2023,28/02/2023
Ecuador,Dollar,ECS,1.2392,01/02/2023,28/02/2023
Egypt,Pound,EGP,36.7398,01/02/2023,28/02/2023
El Salvador,Colon,SVC,10.8397,01/02/2023,28/02/2023
Equatorial Guinea,CFA Franc,XAF,750.4632,01/02/2023,28/02/2023
Eritrea,Nakfa,ERN,18.5881,01/02/2023,28/02/2023
Ethiopia,Birr,ETB,66.4363,01/02/2023,28/02/2023
Eurozone,Euro,EUR,1.1441,01/02/2023,28/02/2023
Fiji Islands,Dollar,FJD,2.71,01/02/2023,28/02/2023
Fr. Polynesia,CFP Franc,XPF,136.5242,01/02/2023,28/02/2023
Gabon,CFA Franc,XAF,750.4632,01/02/2023,28/02/2023
Gambia,Dalasi,GMD,76.9545,01/02/2023,28/02/2023
Georgia,Lari,GEL,3.2963,01/02/2023,28/02/2023
Ghana,Cedi,GHS,14.8704,01/02/2023,28/02/2023
Grenada,E Caribbean Dollar,XCD,3.3458,01/02/2023,28/02/2023
Guatemala,Quetzal,GTQ,9.7256,01/02/2023,28/02/2023
Guinea Bissau,CFA Franc,XOF,750.4632,01/02/2023,28/02/2023
Guinea Republic,Franc,GNF,10668.9313,01/02/2023,28/02/2023
Guyana,Dollar,GYD,259.0961,01/02/2023,28/02/2023
Haiti,Gourde,HTG,182.3944,01/02/2023,28/02/2023
Honduras,Lempira,HNL,30.503,01/02/2023,28/02/2023
Hong Kong,Dollar,HKD,9.6921,01/02/2023,28/02/2023
Hungary,Forint,HUF,449.8212,01/02/2023,28/02/2023
Iceland,Krona,ISK,176.7476,01/02/2023,28/02/2023
India,Rupee,INR,100.6977,01/02/2023,28/02/2023
Indonesia,Rupiah,IDR,18696.5163,01/02/2023,28/02/2023
Iraq,Dinar,IQD,1807.4079,01/02/2023,28/02/2023
Israel,Shekel,ILS,4.1836,01/02/2023,28/02/2023
Jamaica,Dollar,JMD,189.1612,01/02/2023,28/02/2023
Japan,Yen,JPY,159.1008,01/02/2023,28/02/2023
Jordan,Dinar,JOD,0.8798,01/02/2023,28/02/2023
Kazakhstan,Tenge,KZT,575.009,01/02/2023,28/02/2023
Kenya,Schilling,KES,153.7232,01/02/2023,28/02/2023
Kuwait,Dinar,KWD,0.3782,01/02/2023,28/02/2023
Kyrgyz Republic,Som,KGS,106.175,01/02/2023,28/02/2023
Lao People's Dem Rep,Kip,LAK,20887.5743,01/02/2023,28/02/2023
Lebanon,Pound,LBP,1887.307,01/02/2023,28/02/2023
Lesotho,Loti,LSL,21.0184,01/02/2023,28/02/2023
Liberia,Dollar (US),LRD,1.2392,01/02/2023,28/02/2023
Libya,Dinar,LYD,5.9041,01/02/2023,28/02/2023
Macao,Pataca,MOP,9.9828,01/02/2023,28/02/2023
Macedonia,Denar,MKD,70.4177,01/02/2023,28/02/2023
Madagascar,Malagasy Ariary,MGA,5401.8986,01/02/2023,28/02/2023
Malawi,Kwacha,MWK,1271.9619,01/02/2023,28/02/2023
Malaysia,Ringgit,MYR,5.3453,01/02/2023,28/02/2023
Maldive Islands,Rufiyaa,MVR,19.0837,01/02/2023,28/02/2023
Mali Republic,CFA Franc,XOF,750.4632,01/02/2023,28/02/2023
Mauritania,Ouguiya,MRU,44.2767,01/02/2023,28/02/2023
Mauritius,Rupee,MUR,54.1532,01/02/2023,28/02/2023
Mexico,Mexican Peso,MXN,23.1781,01/02/2023,28/02/2023
Moldova,Leu,MDL,23.5387,01/02/2023,28/02/2023
Mongolia,Tugrik,MNT,4281.4487,01/02/2023,28/02/2023
Montserrat,E Caribbean Dollar,XCD,3.3458,01/02/2023,28/02/2023
Morocco,Dirham,MAD,12.5995,01/02/2023,28/02/2023
Mozambique,Metical,MZN,79.1851,01/02/2023,28/02/2023
Myanmar,Kyat,MMK,2600.6099,01/02/2023,28/02/2023
Nepal,Rupee,NPR,161.1163,01/02/2023,28/02/2023
New Caledonia,CFP Franc,XPF,136.5242,01/02/2023,28/02/2023
New Zealand,Dollar,NZD,1.915,01/02/2023,28/02/2023
Nicaragua,Gold Cordoba,NIO,45.107,01/02/2023,28/02/2023
Niger Republic,CFA Franc,XOF,750.4632,01/02/2023,28/02/2023
Nigeria,Naira,NGN,570.6532,01/02/2023,28/02/2023
Norway,Norwegian Krone,NOK,12.197,01/02/2023,28/02/2023
Oman,Rial,OMR,0.4771,01/02/2023,28/02/2023
Pakistan,Rupee,PKR,283.6227,01/02/2023,28/02/2023
Panama,Balboa,PAB,1.2392,01/02/2023,28/02/2023
Papua New Guinea,Kina,PGK,4.3664,01/02/2023,28/02/2023
Paraguay,Guarani,PYG,9201.071,01/02/2023,28/02/2023
Peru,New Sol,PEN,4.7483,01/02/2023,28/02/2023
Philippines,Peso,PHP,67.6667,01/02/2023,28/02/2023
Poland,Zloty,PLN,5.3851,01/02/2023,28/02/2023
Qatar,Riyal,QAR,4.5129,01/02/2023,28/02/2023
Romania,New Leu,RON,5.6483,01/02/2023,28/02/2023
Russia,Rouble,RUB,85.3811,01/02/2023,28/02/2023
Rwanda,Franc,RWF,1340.8181,01/02/2023,28/02/2023
Saotome & Principe,Dobra,STD,28055.6,01/02/2023,28/02/2023
Saudi Arabia,Riyal,SAR,4.6544,01/02/2023,28/02/2023
Senegal,CFA Franc,XOF,750.4632,01/02/2023,28/02/2023
Serbia,Dinar,RSD,134.2801,01/02/2023,28/02/2023
Seychelles,Rupee,SCR,17.6377,01/02/2023,28/02/2023
Sierra Leone,Leone,SLL,23.661718,01/02/2023,28/02/2023
Singapore,Dollar,SGD,1.6323,01/02/2023,28/02/2023
Soloman Islands,Dollar,SBD,10.3052,01/02/2023,28/02/2023
Somali Republic,Schilling,SOS,704.0005,01/02/2023,28/02/2023
South Africa,Rand,ZAR,21.0184,01/02/2023,28/02/2023
South Korea,Won,KRW,1533.5144,01/02/2023,28/02/2023
Sri Lanka,Rupee,LKR,452.9289,01/02/2023,28/02/2023
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3458,01/02/2023,28/02/2023
St Lucia,E Caribbean Dollar,XCD,3.3458,01/02/2023,28/02/2023
St Vincent,E Caribbean Dollar,XCD,3.3458,01/02/2023,28/02/2023
Sudan Republic,Pound,SDG,721.2164,01/02/2023,28/02/2023
Surinam,Dollar,SRD,39.3181,01/02/2023,28/02/2023
Swaziland,Lilangeni,SZL,21.0184,01/02/2023,28/02/2023
Sweden,Krona,SEK,12.7073,01/02/2023,28/02/2023
Switzerland,Franc,CHF,1.1315,01/02/2023,28/02/2023
Taiwan,Dollar,TWD,37.5813,01/02/2023,28/02/2023
Tanzania,Schilling,TZS,2893.5403,01/02/2023,28/02/2023
Thailand,Baht,THB,40.6954,01/02/2023,28/02/2023
Togo Republic,CFA Franc,XOF,750.4632,01/02/2023,28/02/2023
Tonga Islands,Pa'anga (AUS),TOP,1.7679,01/02/2023,28/02/2023
Trinidad/Tobago,Dollar,TTD,8.3504,01/02/2023,28/02/2023
Tunisia,Dinar,TND,3.8052,01/02/2023,28/02/2023
Turkey,Turkish  Lira,TRY,23.2877,01/02/2023,28/02/2023
Turkmenistan,New Manat,TMT,4.3372,01/02/2023,28/02/2023
UAE,Dirham,AED,4.5516,01/02/2023,28/02/2023
Uganda,Schilling,UGX,4560.2692,01/02/2023,28/02/2023
Ukraine,Hryvnia,UAH,45.5425,01/02/2023,28/02/2023
Uruguay,Peso,UYU,48.5458,01/02/2023,28/02/2023
USA,Dollar,USD,1.2392,01/02/2023,28/02/2023
Uzbekistan,Sum,UZS,13991.8847,01/02/2023,28/02/2023
Vanuatu,Vatu,VUV,144.7823,01/02/2023,28/02/2023
Venezuela,Bolivar Fuerte,VEF,306564.06,01/02/2023,28/02/2023
Vietnam,Dong,VND,29049.416,01/02/2023,28/02/2023
Wallis & Futuna Islands,CFP Franc,XPF,136.5242,01/02/2023,28/02/2023
Western Samoa,Tala,WST,3.3152,01/02/2023,28/02/2023
Yemen (Rep of),Rial,YER,310.1726,01/02/2023,28/02/2023
Zambia,Kwacha,ZMW,22.9067,01/02/2023,28/02/2023
Zimbabwe,Dollar,ZWL,448.4677,01/02/2023,28/02/2023
