Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
Gambia,Dalasi,GMD,68.87,01/11/2020,30/11/2020
Georgia,Lari,GEL,4.2405,01/11/2020,30/11/2020
Ghana,Cedi,GHS,7.6606,01/11/2020,30/11/2020
Grenada,E Caribbean Dollar,XCD,3.5539,01/11/2020,30/11/2020
Guatemala,Quetzal,GTQ,10.24,01/11/2020,30/11/2020
Guinea Bissau,CFA Franc,XOF,727.11,01/11/2020,30/11/2020
Guinea Republic,Franc,GNF,12898.01,01/11/2020,30/11/2020
Guyana,Dollar,GYD,275.33,01/11/2020,30/11/2020
Haiti,Gourde,HTG,81.95,01/11/2020,30/11/2020
Honduras,Lempira,HNL,32.09,01/11/2020,30/11/2020
Hong Kong,Dollar,HKD,10.2,01/11/2020,30/11/2020
Hungary,Forint,HUF,402.49,01/11/2020,30/11/2020
Iceland,Krona,ISK,182.2,01/11/2020,30/11/2020
India,Rupee,INR,96.87,01/11/2020,30/11/2020
Indonesia,Rupiah,IDR,19260.14,01/11/2020,30/11/2020
Iraq,Dinar,IQD,1566.34,01/11/2020,30/11/2020
Israel,Shekel,ILS,4.4413,01/11/2020,30/11/2020
Jamaica,Dollar,JMD,191.73,01/11/2020,30/11/2020
Japan,Yen,JPY,137.44,01/11/2020,30/11/2020
Jordan,Dinar,JOD,0.9332,01/11/2020,30/11/2020
Kazakhstan,Tenge,KZT,563.27,01/11/2020,30/11/2020
Kenya,Schilling,KES,143.07,01/11/2020,30/11/2020
Kuwait,Dinar,KWD,0.402,01/11/2020,30/11/2020
Kyrgyz Republic,Som,KGS,106.88,01/11/2020,30/11/2020
Lao People's Dem Rep,Kip,LAK,12175.37,01/11/2020,30/11/2020
Lebanon,Pound,LBP,1990.44,01/11/2020,30/11/2020
Lesotho,Loti,LSL,21.41,01/11/2020,30/11/2020
Liberia,Dollar (US),LRD,1.3163,01/11/2020,30/11/2020
Libya,Dinar,LYD,1.8033,01/11/2020,30/11/2020
Macao,Pataca,MOP,10.5071,01/11/2020,30/11/2020
Macedonia,Denar,MKD,68.25,01/11/2020,30/11/2020
Madagascar,Malagasy Ariary,MGA,5189.95,01/11/2020,30/11/2020
Malawi,Kwacha,MWK,993.62,01/11/2020,30/11/2020
Malaysia,Ringgit,MYR,5.4546,01/11/2020,30/11/2020
Maldive Islands,Rufiyaa,MVR,20.28,01/11/2020,30/11/2020
Mali Republic,CFA Franc,XOF,727.11,01/11/2020,30/11/2020
Mauritania,Ouguiya,MRU,47.29,01/11/2020,30/11/2020
Mauritius,Rupee,MUR,52.78,01/11/2020,30/11/2020
Mexico,Mexican Peso,MXN,27.75,01/11/2020,30/11/2020
Moldova,Leu,MDL,22.44,01/11/2020,30/11/2020
Mongolia,Tugrik,MNT,3737.51,01/11/2020,30/11/2020
Montserrat,E Caribbean Dollar,XCD,3.5539,01/11/2020,30/11/2020
Morocco,Dirham,MAD,12.03,01/11/2020,30/11/2020
Mozambique,Metical,MZN,95.94,01/11/2020,30/11/2020
Myanmar,Kyat,MMK,1702.44,01/11/2020,30/11/2020
Nepal,Rupee,NPR,154.99,01/11/2020,30/11/2020
New Caledonia,CFP Franc,XPF,132.27,01/11/2020,30/11/2020
New Zealand,Dollar,NZD,1.9738,01/11/2020,30/11/2020
Nicaragua,Gold Cordoba,NIO,45.61,01/11/2020,30/11/2020
Niger Republic,CFA Franc,XOF,727.11,01/11/2020,30/11/2020
Nigeria,Naira,NGN,504.78,01/11/2020,30/11/2020
Norway,Norwegian Krone,NOK,12.11,01/11/2020,30/11/2020
Oman,Rial,OMR,0.5068,01/11/2020,30/11/2020
Pakistan,Rupee,PKR,213.29,01/11/2020,30/11/2020
Panama,Balboa,PAB,1.3163,01/11/2020,30/11/2020
Papua New Guinea,Kina,PGK,4.6055,01/11/2020,30/11/2020
Paraguay,Guarani,PYG,9260.01,01/11/2020,30/11/2020
Peru,New Sol,PEN,4.7322,01/11/2020,30/11/2020
Philippines,Peso,PHP,63.94,01/11/2020,30/11/2020
Poland,Zloty,PLN,5.0645,01/11/2020,30/11/2020
Qatar,Riyal,QAR,4.7925,01/11/2020,30/11/2020
Romania,New Leu,RON,5.4037,01/11/2020,30/11/2020
Russia,Rouble,RUB,100.98,01/11/2020,30/11/2020
Rwanda,Franc,RWF,1279.85,01/11/2020,30/11/2020
Saotome & Principe,Dobra,STD,274769,01/11/2020,30/11/2020
Saudi Arabia,Riyal,SAR,4.9366,01/11/2020,30/11/2020
Senegal,CFA Franc,XOF,727.11,01/11/2020,30/11/2020
Serbia,Dinar,RSD,130.35,01/11/2020,30/11/2020
Seychelles,Rupee,SCR,25.07,01/11/2020,30/11/2020
Sierra Leone,Leone,SLL,13294.21,01/11/2020,30/11/2020
Singapore,Dollar,SGD,1.782,01/11/2020,30/11/2020
Soloman Islands,Dollar,SBD,10.7,01/11/2020,30/11/2020
Somali Republic,Schilling,SOS,767.37,01/11/2020,30/11/2020
South Africa,Rand,ZAR,21.41,01/11/2020,30/11/2020
South Korea,Won,KRW,1489.93,01/11/2020,30/11/2020
Sri Lanka,Rupee,LKR,242.58,01/11/2020,30/11/2020
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.5539,01/11/2020,30/11/2020
St Lucia,E Caribbean Dollar,XCD,3.5539,01/11/2020,30/11/2020
St Vincent,E Caribbean Dollar,XCD,3.5539,01/11/2020,30/11/2020
Sudan Republic,Pound,SDG,72.72,01/11/2020,30/11/2020
Surinam,Dollar,SRD,18.63,01/11/2020,30/11/2020
Swaziland,Lilangeni,SZL,21.41,01/11/2020,30/11/2020
Sweden,Krona,SEK,11.48,01/11/2020,30/11/2020
Switzerland,Franc,CHF,1.1892,01/11/2020,30/11/2020
Taiwan,Dollar,TWD,37.71,01/11/2020,30/11/2020
Tanzania,Schilling,TZS,3053.71,01/11/2020,30/11/2020
Thailand,Baht,THB,41.12,01/11/2020,30/11/2020
Togo Republic,CFA Franc,XOF,727.11,01/11/2020,30/11/2020
Tonga Islands,Pa'anga (AUS),TOP,1.8478,01/11/2020,30/11/2020
Trinidad/Tobago,Dollar,TTD,8.8745,01/11/2020,30/11/2020
Tunisia,Dinar,TND,3.6057,01/11/2020,30/11/2020
Turkey,Turkish  Lira,TRY,10.2892,01/11/2020,30/11/2020
Turkmenistan,New Manat,TMT,4.6201,01/11/2020,30/11/2020
UAE,Dirham,AED,4.8348,01/11/2020,30/11/2020
Uganda,Schilling,UGX,4925.43,01/11/2020,30/11/2020
Ukraine,Hryvnia,UAH,37.18,01/11/2020,30/11/2020
Uruguay,Peso,UYU,56.17,01/11/2020,30/11/2020
USA,Dollar,USD,1.3163,01/11/2020,30/11/2020
Uzbekistan,Sum,UZS,13651.91,01/11/2020,30/11/2020
Vanuatu,Vatu,VUV,150.86,01/11/2020,30/11/2020
Venezuela,Bolivar Fuerte,VEF,326345,01/11/2020,30/11/2020
Vietnam,Dong,VND,30508.25,01/11/2020,30/11/2020
Wallis & Futuna Islands,CFP Franc,XPF,132.27,01/11/2020,30/11/2020
Western Samoa,Tala,WST,3.4529,01/11/2020,30/11/2020
Yemen (Rep of),Rial,YER,328.06,01/11/2020,30/11/2020
Zambia,Kwacha,ZMW,26.65,01/11/2020,30/11/2020
Zimbabwe,Dollar,ZWL,476.35,01/11/2020,30/11/2020
