Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
Abu Dhabi,Dirham,AED,5.1612,01/03/2021,31/03/2021
Albania,Lek,ALL,143.11,01/03/2021,31/03/2021
Algeria,Dinar,DZD,186.89,01/03/2021,31/03/2021
Angola,Readj Kwanza,AOA,914.72,01/03/2021,31/03/2021
Antigua,E Caribbean Dollar,XCD,3.7938,01/03/2021,31/03/2021
Argentina,Peso,ARS,125.66,01/03/2021,31/03/2021
Armenia,Dram,AMD,737.82,01/03/2021,31/03/2021
Aruba,Florin,AWG,2.5151,01/03/2021,31/03/2021
Australia,Dollar,AUD,1.7778,01/03/2021,31/03/2021
Azerbaijan,New Manat,AZN,2.3873,01/03/2021,31/03/2021
Bahamas,Dollar,BSD,1.4051,01/03/2021,31/03/2021
Bahrain,Dinar,BHD,0.5298,01/03/2021,31/03/2021
Bangladesh,Taka,BDT,118.97,01/03/2021,31/03/2021
Barbados,Dollar,BBD,2.8102,01/03/2021,31/03/2021
Belarus,Rouble,BYN,3.6568,01/03/2021,31/03/2021
Belize,Dollar,BZD,2.8102,01/03/2021,31/03/2021
Benin,CFA Franc,XOF,759.37,01/03/2021,31/03/2021
Bermuda,Dollar (US),BMD,1.4051,01/03/2021,31/03/2021
Bhutan,Ngultrum,BTN,101.85,01/03/2021,31/03/2021
Bolivia,Boliviano,BOB,9.7093,01/03/2021,31/03/2021
Bosnia- Herzegovinia,Marka,BAM,2.2642,01/03/2021,31/03/2021
Botswana,Pula,BWP,15.24,01/03/2021,31/03/2021
Brazil,Real,BRL,7.7229,01/03/2021,31/03/2021
Brunei,Dollar,BND,1.859,01/03/2021,31/03/2021
Bulgaria,Lev,BGN,2.2643,01/03/2021,31/03/2021
Burkina Faso,CFA Franc,XOF,759.37,01/03/2021,31/03/2021
Burundi,Franc,BIF,2755.41,01/03/2021,31/03/2021
Cambodia,Riel,KHR,5718.78,01/03/2021,31/03/2021
