BDT,2021-07-01,2021-07-31,118.45
BDT,2021-08-01,2021-08-31,115.89
BDT,2021-09-01,2021-09-30,116.87
BDT,2021-10-01,2021-10-31,116.41
BDT,2021-11-01,2021-11-30,118.25
BDT,2021-12-01,2021-12-31,115.45
BDT,2022-01-01,2022-01-31,113.3225
BDT,2022-02-01,2022-02-28,117.2093
BDT,2022-03-01,2022-03-31,116.7457
BDT,2022-04-01,2022-04-30,113.8805
BDT,2022-05-01,2022-05-31,112.5347
BDT,2022-06-01,2022-06-30,108.6714
BDT,2022-07-01,2022-07-31,114.3942
BDT,2022-08-01,2022-08-31,112.7366
BDT,2022-09-01,2022-09-30,112.3116
BDT,2022-10-01,2022-10-31,117.3371
BDT,2022-11-01,2022-11-30,114.2786
BDT,2022-12-01,2022-12-31,124.5159
BDT,2023-01-01,2023-01-31,128.0922
BDT,2023-02-01,2023-02-28,131.9752
BDT,2023-03-01,2023-03-31,127.5219
BDT,2023-04-01,2023-04-30,131.6063
BDT,2023-05-01,2023-05-31,133.6637
BDT,2023-06-01,2023-06-30,132.5955
BGN,2020-01-01,2020-01-31,2.2978
BGN,2020-02-01,2020-02-29,2.3206
BGN,2020-03-01,2020-03-31,2.3472
BGN,2020-04-01,2020-04-30,2.1236
BGN,2020-05-01,2020-05-31,2.2267
BGN,2020-06-01,2020-06-30,2.1833
BGN,2020-07-01,2020-07-31,2.1857
BGN,2020-08-01,2020-08-31,2.1481
BGN,2020-09-01,2020-09-30,2.1666
BGN,2020-10-01,2020-10-31,2.1384
BGN,2020-11-01,2020-11-30,2.1681
BGN,2020-12-01,2020-12-31,2.1909
BGN,2021-01-01,2021-01-31,2.1661
BGN,2021-02-01,2021-02-28,2.2026
BGN,2021-03-01,2021-03-31,2.2643
BGN,2021-04-01,2021-04-30,2.2684
BGN,2021-05-01,2021-05-31,2.265
BGN,2021-06-01,2021-06-30,2.2648
BGN,2021-07-01,2021-07-31,2.2866
BGN,2021-08-01,2021-08-31,2.2689
BGN,2021-09-01,2021-09-30,2.2976
BGN,2021-10-01,2021-10-31,2.2764
BGN,2021-11-01,2021-11-30,2.3198
BGN,2021-12-01,2021-12-31,2.329
BGN,2022-01-01,2022-01-31,2.2972
BGN,2022-02-01,2022-02-28,2.3495
BGN,2022-03-01,2022-03-31,2.3371
BGN,2022-04-01,2022-04-30,2.349
BGN,2022-05-01,2022-05-31,2.3489
BGN,2022-06-01,2022-06-30,2.3096
BGN,2022-07-01,2022-07-31,2.2719
BGN,2022-08-01,2022-08-31,2.2975
BGN,2022-09-01,2022-09-30,2.3138
BGN,2022-10-01,2022-10-31,2.2436
BGN,2022-11-01,2022-11-30,2.2494
