Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
China,Yuan,CNY,8.6103,01/01/2023,31/01/2023
Colombia,Peso,COP,5932.9963,01/01/2023,31/01/2023
Comoros,Franc,KMF,573.2204,01/01/2023,31/01/2023
Congo (Brazaville),CFA Franc,XAF,764.2939,01/01/2023,31/01/2023
Congo (DemRep),Congo Fr,CDF,2522.1451,01/01/2023,31/01/2023
Costa Rica,Colon,CRC,742.6309,01/01/2023,31/01/2023
Cote d'Ivoire,CFA Franc,XOF,764.2939,01/01/2023,31/01/2023
Croatia,Kuna,HRK,8.7812,01/01/2023,31/01/2023
Cuba,Peso,CUP,29.6903,01/01/2023,31/01/2023
Czech Republic,Koruna,CZK,28.2638,01/01/2023,31/01/2023
Denmark,Krone,DKK,8.6672,01/01/2023,31/01/2023
Djibouti,Franc,DJF,220.2069,01/01/2023,31/01/2023
Dominica,E Caribbean Dollar,XCD,3.3496,01/01/2023,31/01/2023
Dominican Republic,Peso,DOP,68.32,01/01/2023,31/01/2023
Dubai,Dirham,AED,4.5569,01/01/2023,31/01/2023
Ecuador,Dollar,ECS,1.2406,01/01/2023,31/01/2023
Egypt,Pound,EGP,30.656,01/01/2023,31/01/2023
El Salvador,Colon,SVC,10.8613,01/01/2023,31/01/2023
Equatorial Guinea,CFA Franc,XAF,764.2939,01/01/2023,31/01/2023
Eritrea,Nakfa,ERN,18.609,01/01/2023,31/01/2023
Ethiopia,Birr,ETB,66.3102,01/01/2023,31/01/2023
Eurozone,Euro,EUR,1.1652,01/01/2023,31/01/2023
Fiji Islands,Dollar,FJD,2.7572,01/01/2023,31/01/2023
Fr. Polynesia,CFP Franc,XPF,139.0403,01/01/2023,31/01/2023
Gabon,CFA Franc,XAF,764.2939,01/01/2023,31/01/2023
Gambia,Dalasi,GMD,76.7933,01/01/2023,31/01/2023
Georgia,Lari,GEL,3.3062,01/01/2023,31/01/2023
Ghana,Cedi,GHS,12.6231,01/01/2023,31/01/2023
Grenada,E Caribbean Dollar,XCD,3.3496,01/01/2023,31/01/2023
Guatemala,Quetzal,GTQ,9.7722,01/01/2023,31/01/2023
Guinea Bissau,CFA Franc,XOF,764.2939,01/01/2023,31/01/2023
Guinea Republic,Franc,GNF,10686.5351,01/01/2023,31/01/2023
Guyana,Dollar,GYD,259.6702,01/01/2023,31/01/2023
Haiti,Gourde,HTG,177.6962,01/01/2023,31/01/2023
Honduras,Lempira,HNL,30.6429,01/01/2023,31/01/2023
Hong Kong,Dollar,HKD,9.643,01/01/2023,31/01/2023
Hungary,Forint,HUF,471.7727,01/01/2023,31/01/2023
Iceland,Krona,ISK,175.8058,01/01/2023,31/01/2023
India,Rupee,INR,102.2892,01/01/2023,31/01/2023
Indonesia,Rupiah,IDR,19344.1183,01/01/2023,31/01/2023
Iraq,Dinar,IQD,1811.4221,01/01/2023,31/01/2023
Israel,Shekel,ILS,4.2183,01/01/2023,31/01/2023
Jamaica,Dollar,JMD,190.5704,01/01/2023,31/01/2023
Japan,Yen,JPY,167.2828,01/01/2023,31/01/2023
Jordan,Dinar,JOD,0.8796,01/01/2023,31/01/2023
Kazakhstan,Tenge,KZT,582.6613,01/01/2023,31/01/2023
Kenya,Schilling,KES,152.408,01/01/2023,31/01/2023
Kuwait,Dinar,KWD,0.3799,01/01/2023,31/01/2023
Kyrgyz Republic,Som,KGS,105.3892,01/01/2023,31/01/2023
Lao People's Dem Rep,Kip,LAK,21500.8314,01/01/2023,31/01/2023
Lebanon,Pound,LBP,1888.1972,01/01/2023,31/01/2023
Lesotho,Loti,LSL,21.3221,01/01/2023,31/01/2023
Liberia,Dollar (US),LRD,1.2406,01/01/2023,31/01/2023
Libya,Dinar,LYD,6.0079,01/01/2023,31/01/2023
Macao,Pataca,MOP,9.9323,01/01/2023,31/01/2023
Macedonia,Denar,MKD,71.713,01/01/2023,31/01/2023
Madagascar,Malagasy Ariary,MGA,5464.8542,01/01/2023,31/01/2023
Malawi,Kwacha,MWK,1275.234,01/01/2023,31/01/2023
Malaysia,Ringgit,MYR,5.4481,01/01/2023,31/01/2023
Maldive Islands,Rufiyaa,MVR,19.1053,01/01/2023,31/01/2023
Mali Republic,CFA Franc,XOF,764.2939,01/01/2023,31/01/2023
Mauritania,Ouguiya,MRU,44.3267,01/01/2023,31/01/2023
Mauritius,Rupee,MUR,54.5865,01/01/2023,31/01/2023
Mexico,Mexican Peso,MXN,24.4721,01/01/2023,31/01/2023
Moldova,Leu,MDL,23.9598,01/01/2023,31/01/2023
Mongolia,Tugrik,MNT,4249.0649,01/01/2023,31/01/2023
Montserrat,E Caribbean Dollar,XCD,3.3496,01/01/2023,31/01/2023
Morocco,Dirham,MAD,12.9784,01/01/2023,31/01/2023
Mozambique,Metical,MZN,79.2125,01/01/2023,31/01/2023
Myanmar,Kyat,MMK,2606.4644,01/01/2023,31/01/2023
Nepal,Rupee,NPR,163.6628,01/01/2023,31/01/2023
New Caledonia,CFP Franc,XPF,139.0403,01/01/2023,31/01/2023
New Zealand,Dollar,NZD,1.9227,01/01/2023,31/01/2023
Nicaragua,Gold Cordoba,NIO,45.282,01/01/2023,31/01/2023
Niger Republic,CFA Franc,XOF,764.2939,01/01/2023,31/01/2023
Nigeria,Naira,NGN,552.6884,01/01/2023,31/01/2023
Norway,Norwegian Krone,NOK,12.1046,01/01/2023,31/01/2023
Oman,Rial,OMR,0.4776,01/01/2023,31/01/2023
Pakistan,Rupee,PKR,279.1356,01/01/2023,31/01/2023
Panama,Balboa,PAB,1.2406,01/01/2023,31/01/2023
Papua New Guinea,Kina,PGK,4.3713,01/01/2023,31/01/2023
Paraguay,Guarani,PYG,8948.5619,01/01/2023,31/01/2023
Peru,New Sol,PEN,4.7577,01/01/2023,31/01/2023
Philippines,Peso,PHP,69.207,01/01/2023,31/01/2023
Poland,Zloty,PLN,5.4569,01/01/2023,31/01/2023
Qatar,Riyal,QAR,4.518,01/01/2023,31/01/2023
Romania,New Leu,RON,5.7374,01/01/2023,31/01/2023
Russia,Rouble,RUB,80.4841,01/01/2023,31/01/2023
Rwanda,Franc,RWF,1317.5199,01/01/2023,31/01/2023
Saotome & Principe,Dobra,STD,28548.8,01/01/2023,31/01/2023
Saudi Arabia,Riyal,SAR,4.6647,01/01/2023,31/01/2023
Senegal,CFA Franc,XOF,764.2939,01/01/2023,31/01/2023
Serbia,Dinar,RSD,136.764,01/01/2023,31/01/2023
Seychelles,Rupee,SCR,17.6889,01/01/2023,31/01/2023
Sierra Leone,Leone,SLL,17223.6508,01/01/2023,31/01/2023
Singapore,Dollar,SGD,1.6712,01/01/2023,31/01/2023
Soloman Islands,Dollar,SBD,10.2402,01/01/2023,31/01/2023
Somali Republic,Schilling,SOS,705.673,01/01/2023,31/01/2023
South Africa,Rand,ZAR,21.3221,01/01/2023,31/01/2023
South Korea,Won,KRW,1608.131,01/01/2023,31/01/2023
Sri Lanka,Rupee,LKR,454.3955,01/01/2023,31/01/2023
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.3496,01/01/2023,31/01/2023
St Lucia,E Caribbean Dollar,XCD,3.3496,01/01/2023,31/01/2023
St Vincent,E Caribbean Dollar,XCD,3.3496,01/01/2023,31/01/2023
Sudan Republic,Pound,SDG,704.0419,01/01/2023,31/01/2023
Surinam,Dollar,SRD,39.2936,01/01/2023,31/01/2023
Swaziland,Lilangeni,SZL,21.3221,01/01/2023,31/01/2023
Sweden,Krona,SEK,12.6559,01/01/2023,31/01/2023
Switzerland,Franc,CHF,1.1459,01/01/2023,31/01/2023
Taiwan,Dollar,TWD,37.9178,01/01/2023,31/01/2023
Tanzania,Schilling,TZS,2893.0849,01/01/2023,31/01/2023
Thailand,Baht,THB,42.8659,01/01/2023,31/01/2023
Togo Republic,CFA Franc,XOF,764.2939,01/01/2023,31/01/2023
Tonga Islands,Pa'anga (AUS),TOP,1.807,01/01/2023,31/01/2023
Trinidad/Tobago,Dollar,TTD,8.3673,01/01/2023,31/01/2023
Tunisia,Dinar,TND,3.8622,01/01/2023,31/01/2023
Turkey,Turkish  Lira,TRY,23.113,01/01/2023,31/01/2023
Turkmenistan,New Manat,TMT,4.3111,01/01/2023,31/01/2023
UAE,Dirham,AED,4.5569,01/01/2023,31/01/2023
Uganda,Schilling,UGX,4584.027,01/01/2023,31/01/2023
Ukraine,Hryvnia,UAH,45.7993,01/01/2023,31/01/2023
Uruguay,Peso,UYU,47.9183,01/01/2023,31/01/2023
USA,Dollar,USD,1.2406,01/01/2023,31/01/2023
Uzbekistan,Sum,UZS,13964.4911,01/01/2023,31/01/2023
Vanuatu,Vatu,VUV,147.1417,01/01/2023,31/01/2023
Venezuela,Bolivar Fuerte,VEF,322373.75,01/01/2023,31/01/2023
Vietnam,Dong,VND,29203.8164,01/01/2023,31/01/2023
Wallis & Futuna Islands,CFP Franc,XPF,139.0403,01/01/2023,31/01/2023
Western Samoa,Tala,WST,3.3548,01/01/2023,31/01/2023
Yemen (Rep of),Rial,YER,310.4608,01/01/2023,31/01/2023
Zambia,Kwacha,ZMW,21.816,01/01/2023,31/01/2023
Zimbabwe,Dollar,ZWL,448.974,01/01/2023,31/01/2023
