Country/Territories,Currency,Currency Code,Currency units per £1 ,Start Date,End Date
Hungary,Forint,HUF,404.04,01/12/2020,31/12/2020
Iceland,Krona,ISK,180.91,01/12/2020,31/12/2020
India,Rupee,INR,98.68,01/12/2020,31/12/2020
Indonesia,Rupiah,IDR,18717.33,01/12/2020,31/12/2020
Iraq,Dinar,IQD,1584.38,01/12/2020,31/12/2020
Israel,Shekel,ILS,4.4544,01/12/2020,31/12/2020
Jamaica,Dollar,JMD,195.82,01/12/2020,31/12/2020
Japan,Yen,JPY,137.91,01/12/2020,31/12/2020
Jordan,Dinar,JOD,0.9432,01/12/2020,31/12/2020
Kazakhstan,Tenge,KZT,569.21,01/12/2020,31/12/2020
Kenya,Schilling,KES,145.53,01/12/2020,31/12/2020
Kuwait,Dinar,KWD,0.4068,01/12/2020,31/12/2020
Kyrgyz Republic,Som,KGS,112.8,01/12/2020,31/12/2020
Lao People's Dem Rep,Kip,LAK,12325.23,01/12/2020,31/12/2020
Lebanon,Pound,LBP,2016.07,01/12/2020,31/12/2020
Lesotho,Loti,LSL,20.51,01/12/2020,31/12/2020
Liberia,Dollar (US),LRD,1.3303,01/12/2020,31/12/2020
Libya,Dinar,LYD,1.7893,01/12/2020,31/12/2020
Macao,Pataca,MOP,10.62,01/12/2020,31/12/2020
Macedonia,Denar,MKD,68.97,01/12/2020,31/12/2020
Madagascar,Malagasy Ariary,MGA,5211.45,01/12/2020,31/12/2020
Malawi,Kwacha,MWK,1008.76,01/12/2020,31/12/2020
Malaysia,Ringgit,MYR,5.4369,01/12/2020,31/12/2020
Maldive Islands,Rufiyaa,MVR,20.49,01/12/2020,31/12/2020
Mali Republic,CFA Franc,XOF,734.77,01/12/2020,31/12/2020
Mauritania,Ouguiya,MRU,47.53,01/12/2020,31/12/2020
Mauritius,Rupee,MUR,52.87,01/12/2020,31/12/2020
Mexico,Mexican Peso,MXN,26.89,01/12/2020,31/12/2020
Moldova,Leu,MDL,22.81,01/12/2020,31/12/2020
Mongolia,Tugrik,MNT,3762.08,01/12/2020,31/12/2020
Montserrat,E Caribbean Dollar,XCD,3.5918,01/12/2020,31/12/2020
Morocco,Dirham,MAD,12.12,01/12/2020,31/12/2020
Mozambique,Metical,MZN,98.28,01/12/2020,31/12/2020
Myanmar,Kyat,MMK,1735.49,01/12/2020,31/12/2020
Nepal,Rupee,NPR,157.9,01/12/2020,31/12/2020
New Caledonia,CFP Franc,XPF,133.67,01/12/2020,31/12/2020
New Zealand,Dollar,NZD,1.9191,01/12/2020,31/12/2020
Nicaragua,Gold Cordoba,NIO,46.2,01/12/2020,31/12/2020
Niger Republic,CFA Franc,XOF,734.77,01/12/2020,31/12/2020
Nigeria,Naira,NGN,512.83,01/12/2020,31/12/2020
Norway,Norwegian Krone,NOK,11.97,01/12/2020,31/12/2020
Oman,Rial,OMR,0.5122,01/12/2020,31/12/2020
Pakistan,Rupee,PKR,212.38,01/12/2020,31/12/2020
Panama,Balboa,PAB,1.3303,01/12/2020,31/12/2020
Papua New Guinea,Kina,PGK,4.6735,01/12/2020,31/12/2020
Paraguay,Guarani,PYG,9356.47,01/12/2020,31/12/2020
Peru,New Sol,PEN,4.7578,01/12/2020,31/12/2020
Philippines,Peso,PHP,64.16,01/12/2020,31/12/2020
Poland,Zloty,PLN,5.0023,01/12/2020,31/12/2020
Qatar,Riyal,QAR,4.8436,01/12/2020,31/12/2020
Romania,New Leu,RON,5.4594,01/12/2020,31/12/2020
Russia,Rouble,RUB,101,01/12/2020,31/12/2020
Rwanda,Franc,RWF,1298.89,01/12/2020,31/12/2020
Saotome & Principe,Dobra,STD,27603.7,01/12/2020,31/12/2020
Saudi Arabia,Riyal,SAR,4.9892,01/12/2020,31/12/2020
Senegal,CFA Franc,XOF,734.77,01/12/2020,31/12/2020
Serbia,Dinar,RSD,131.67,01/12/2020,31/12/2020
Seychelles,Rupee,SCR,27.9,01/12/2020,31/12/2020
Sierra Leone,Leone,SLL,13635.58,01/12/2020,31/12/2020
Singapore,Dollar,SGD,1.7833,01/12/2020,31/12/2020
Soloman Islands,Dollar,SBD,10.76,01/12/2020,31/12/2020
Somali Republic,Schilling,SOS,775.56,01/12/2020,31/12/2020
South Africa,Rand,ZAR,20.51,01/12/2020,31/12/2020
South Korea,Won,KRW,1468.58,01/12/2020,31/12/2020
Sri Lanka,Rupee,LKR,245.63,01/12/2020,31/12/2020
St Christopher & Anguilla,E Caribbean Dollar,XCD,3.5918,01/12/2020,31/12/2020
St Lucia,E Caribbean Dollar,XCD,3.5918,01/12/2020,31/12/2020
St Vincent,E Caribbean Dollar,XCD,3.5918,01/12/2020,31/12/2020
Sudan Republic,Pound,SDG,73.59,01/12/2020,31/12/2020
Surinam,Dollar,SRD,18.82,01/12/2020,31/12/2020
Swaziland,Lilangeni,SZL,20.51,01/12/2020,31/12/2020
Sweden,Krona,SEK,11.41,01/12/2020,31/12/2020
Switzerland,Franc,CHF,1.2098,01/12/2020,31/12/2020
Taiwan,Dollar,TWD,37.91,01/12/2020,31/12/2020
Tanzania,Schilling,TZS,3084.96,01/12/2020,31/12/2020
Thailand,Baht,THB,40.32,01/12/2020,31/12/2020
Togo Republic,CFA Franc,XOF,734.77,01/12/2020,31/12/2020
Tonga Islands,Pa'anga (AUS),TOP,1.816,01/12/2020,31/12/2020
Trinidad/Tobago,Dollar,TTD,9.0194,01/12/2020,31/12/2020
Tunisia,Dinar,TND,3.6451,01/12/2020,31/12/2020
Turkey,Turkish  Lira,TRY,10.22,01/12/2020,31/12/2020
Turkmenistan,New Manat,TMT,4.6694,01/12/2020,31/12/2020
UAE,Dirham,AED,4.8864,01/12/2020,31/12/2020
Uganda,Schilling,UGX,4935.41,01/12/2020,31/12/2020
Ukraine,Hryvnia,UAH,37.51,01/12/2020,31/12/2020
Uruguay,Peso,UYU,56.79,01/12/2020,31/12/2020
USA,Dollar,USD,1.3303,01/12/2020,31/12/2020
Uzbekistan,Sum,UZS,13823.07,01/12/2020,31/12/2020
Vanuatu,Vatu,VUV,149.33,01/12/2020,31/12/2020
Venezuela,Bolivar Fuerte,VEF,328593,01/12/2020,31/12/2020
Vietnam,Dong,VND,30823.76,01/12/2020,31/12/2020
Wallis & Futuna Islands,CFP Franc,XPF,133.67,01/12/2020,31/12/2020
Western Samoa,Tala,WST,3.4224,01/12/2020,31/12/2020
Yemen (Rep of),Rial,YER,332.12,01/12/2020,31/12/2020
Zambia,Kwacha,ZMW,27.85,01/12/2020,31/12/2020
Zimbabwe,Dollar,ZWL,481.43,01/12/2020,31/12/2020
